Frequency,DB(MAG(V(C2.nA))),PHDEG(V(C2.nA)),
5843.414133735176,-29.771455916407966,-174.87093931601476,
6309.573444801932,-31.139769693514598,-175.26991758670357,
6812.920690579613,-32.50302828277229,-175.63518508658763,
7356.422544596413,-33.861971543676425,-175.97013977883293,
7943.282347242815,-35.21722862172793,-176.27773001221806,
8576.958985908941,-36.56933514240726,-176.56053250613294,
9261.187281287936,-37.91874757719241,-176.82081406479392,
10000,-39.26585528483354,-177.06058082048395,
10797.751623277096,-40.61099063297366,-177.28161784247828,
11659.144011798317,-41.95443752794148,-177.4855212477848,
12589.254117941671,-43.296438619421295,-177.6737244351773,
13593.563908785256,-44.63720139809778,-177.84751968238697,
14677.992676220696,-45.976903365502764,-178.00807606094654,
15848.931924611135,-47.31569642402884,-178.15645440810601,
17113.283041617808,-48.653710609789016,-178.29361993198728,
18478.497974222908,-49.991057270437366,-178.42045290141675,
19952.623149688796,-51.32783177325306,-178.53775777601075,
21544.346900318837,-52.66411581497519,-178.6462710580039,
23263.05067153626,-53.9999793934721,-178.74666808976653,
25118.8643150958,-55.33548249187476,-178.8395689760527,
27122.72579332028,-56.67067651793409,-178.9255437748234,
29286.445646252367,-58.00560553478982,-179.0051170727899,
31622.776601683792,-59.34030731382919,-179.07877203993183,
34145.48873833602,-60.67481423568532,-179.1469540398851,
36869.45064519576,-62.0091540615236,-179.21007385926728,
39810.71705534973,-63.34335059347075,-179.26851060796142,
42986.62347082277,-64.67742424025272,-179.32261433351223,
46415.88833612779,-66.01139250174494,-179.37270838564913,
50118.72336272723,-67.34527038413135,-179.41909156117273,
54116.95265464637,-68.67907075566252,-179.4620400547519,
58434.14133735176,-70.0128046515512,-179.50180923734823,
63095.73444801933,-71.34648153530577,-179.53863528084793,
68129.20690579613,-72.68010952274662,-179.57273664489426,
73564.22544596413,-74.01369557405003,-179.6043154397722,
79432.82347242815,-75.34724565839387,-179.6335586774138,
85769.5898590894,-76.68076489512265,-179.66063942109807,
92611.87281287934,-78.01425767478679,-179.68571784316202,
100000,-79.34772776292962,-179.70894219897167,
107977.51623277097,-80.6811783890851,-179.73044972449273,
116591.44011798318,-82.01461232309555,-179.75036746402162,
125892.54117941672,-83.34803194055841,-179.76881303396183,
135935.63908785256,-84.68143927895123,-179.78589532794848,
146779.92676220695,-86.01483608576413,-179.80171516811149,
158489.31924611135,-87.34822385977834,-179.8163659068203,
171132.83041617807,-88.6816038864675,-179.82993398285774,
184784.9797422291,-90.0149772683587,-179.8424994356182,
199526.23149688795,-91.34834495107148,-179.85413638061428,
215443.46900318837,-92.68170774564989,-179.86491344929422,
232630.5067153626,-94.01506634771582,-179.8748941959222,
251188.643150958,-95.34842135389587,-179.88413747404587,
271227.25793320284,-96.6817732759104,-179.89269778487048,
292864.45646252367,-98.01512255265686,-179.90062559967254,
316227.7660168379,-99.34846956057369,-179.90796765821716,
341454.8873833602,-100.68181462252905,-179.91476724498762,
368694.50645195757,-102.01515801544443,-179.92106444489545,
398107.1705534973,-103.34849997683344,-179.9268963800102,
429866.2347082277,-104.68184071040989,-179.93229742872902,
464158.88336127787,-106.01518039089783,-179.93729942869786,
501187.2336272723,-107.34851916815701,-179.94193186469653,
541169.5265464637,-108.68185717072129,-179.9462220426072,
584341.4133735176,-110.01519450883345,-179.95019525050196,
630957.3444801932,-111.3485312770481,-179.95387490780712,
681292.0690579612,-112.68186755646427,-179.95728270342897,
735642.2544596413,-114.01520341664025,-179.960438723661,
794328.2347242815,-115.34853891723571,-179.9633615706299,
857695.8985908941,-116.68187410942058,-179.9660684719818,
926118.7281287935,-118.01520903708301,-179.9685753824578,
1000000,-119.34854373786573,-179.97089707795925,
1079775.1623277096,-120.68187824405466,-179.97304724265913,
1165914.4011798317,-122.01521258334134,-179.9750385496738,
1258925.4117941672,-123.34854677947666,-179.976882735772,
1359356.3908785256,-124.68188085283168,-179.97859067056203,
1467799.2676220695,-126.01521482087854,-179.9801724205653,
1584893.1924611134,-127.34854869860305,-179.98163730855507,
1711328.3041617807,-128.6818824988584,-179.98299396850956,
1847849.797422291,-130.01521623266888,-179.98425039650456,
1995262.3149688796,-131.34854990948978,-179.9854139978452,
2154434.690031884,-132.68188353743096,-179.9864916307148,
2326305.067153626,-134.01521712344825,-179.98748964659887,
2511886.43150958,-135.3485506735076,-179.98841392772184,
2712272.579332028,-136.6818841927259,-179.9892699217177,
2928644.5646252367,-138.01521768549202,-179.9900626737391,
3162277.6601683795,-139.3485511555702,-179.99079685619358,
3414548.873833602,-140.68188460618902,-179.99147679628345,
3686945.0645195753,-142.01521804011765,-179.99210650150988,
3981071.7055349727,-143.34855145973114,-179.99268968329366,
4298662.347082277,-144.68188486706663,-179.9932297788499,
4641588.833612779,-146.01521826387128,-179.9937299714471,
5011872.336272723,-147.34855165164373,-179.99419320916917,
5411695.2654646365,-148.68188503166925,-179.99462222229133,
5843414.133735176,-150.0152184050503,-179.99501953937212,
6309573.444801932,-151.34855177273238,-179.99538750215675,
6812920.690579613,-152.68188513552647,-179.99572827937885,
7356422.544596413,-154.01521849412822,-179.99604387954327,
7943282.347242815,-155.34855184913414,-179.99633616276364,
8576958.98590894,-156.68188520105596,-179.99660685172597,
9261187.281287935,-158.0152185503326,-179.9968575418419,
10000000,-159.3485518973404,-179.99708971065195,
10797751.623277096,-160.6818852424023,-179.99730472653403,
11659144.011798317,-162.01521858579517,-179.99750385676845,
12589254.117941672,-163.3485519277565,-179.99768827500728,
13593563.908785256,-164.68188526849005,-179.9978590681915,
14677992.676220695,-166.01521860817053,-179.99801724295764,
15848931.924611134,-167.34855194694774,-179.99816373157054,
17113283.041617807,-168.68188528495034,-179.99829939741812,
18478497.97422291,-170.01521862228842,-179.9984250401001,
19952623.149688795,-171.3485519590566,-179.99854140014077,
21544346.90031884,-172.68188529533603,-179.9986491633534,
23263050.67153626,-174.01521863119618,-179.99874896488274,
25118864.3150958,-175.34855196669682,-179.99884139294804,
27122725.793320283,-176.68188530188897,-179.99892699231017,
29286445.646252364,-178.01521863681666,-179.99900626748249,
31622776.60168379,-179.34855197151742,-179.9990796857041,
34145488.73833602,-180.68188530602362,-179.99914767969406,
36869450.64519575,-182.0152186403629,-179.99921065020143,
39810717.05534972,-183.34855197455903,-179.99926896836757,
42986623.47082277,-184.6818853086324,-179.9993229779133,
46415888.33612779,-186.01521864260042,-179.999372997165,
50118723.362727225,-187.34855197647818,-179.99941932093068,
54116952.65464637,-188.6818853102784,-179.99946222223753,
58434141.33735176,-190.01521864401224,-179.99950195394112,
63095734.448019326,-191.34855197768903,-179.9995387502158,
68129206.90579613,-192.68188531131696,-179.99957282793477,
73564225.44596413,-194.015218644903,-179.9996043879484,
79432823.47242814,-195.3485519784531,-179.99963361626791,
85769589.8590894,-196.68188531197225,-179.99966068516184,
92611872.81287935,-198.01521864546504,-179.99968575417128,
100000000,-199.34855197893512,-179.99970897105024,
