Time,V(C1.nA),
0.01395,0.9996505938080051,
0.014,0.9996869518818005,
0.01405,0.9997370312740391,
0.0141,0.999797556967509,
0.01415,0.9998649100363391,
0.0142,0.9999353285115989,
0.01425,1.0000051043318647,
0.0143,1.0000707666981525,
0.01435,1.0001292433709192,
0.0144,1.0001779930230346,
0.01445,1.0002151035977447,
0.0145,1.000239353608137,
0.01455,1.0002502353461895,
0.0146,1.0002479409406213,
0.01465,1.0002333140177417,
0.0147,1.0002077712957378,
0.01475,1.0001731997143604,
0.0148,1.0001318356216844,
0.01485,1.00008613308078,
0.0149,1.0000386285154643,
0.01495,0.9999918086992131,
0.015,0.999947988536161,
0.01505,0.9999092042345762,
0.0151,0.9998771263901354,
0.01515,0.9998529962461342,
0.0152,0.9998375870524984,
0.01525,0.9998311910779831,
0.0153,0.9998336315102007,
0.01535,0.999844297269773,
0.0154,0.9998621977225461,
0.01545,0.999886033440616,
0.0155,0.9999142785692138,
0.01555,0.9999452700188836,
0.0156,0.9999772986236527,
0.01565,1.0000086975757134,
0.0157,1.000037923843202,
0.01575,1.0000636288676035,
0.0158,1.0000847155807262,
0.01585,1.000100379632283,
0.0159,1.0001101336291165,
0.01595,1.000113814107074,
0.016,1.0001115718396631,
0.01605,1.0001038468915735,
0.0161,1.000091330513902,
0.01615,1.0000749165232425,
0.0162,1.0000556451891902,
0.01625,1.000034642864096,
0.0163,1.0000130606241024,
0.01635,0.9999920150594804,
0.0164,0.9999725340708185,
0.01645,0.9999555101181723,
0.0165,0.9999416628604877,
0.01655,0.9999315125436555,
0.0166,0.9999253648803339,
0.01665,0.9999233075461239,
0.0167,0.9999252178260598,
0.01675,0.9999307804108205,
0.0168,0.999939513887337,
0.01685,0.9999508041120193,
0.0169,0.999963942409105,
0.01695,0.9999781664079045,
0.017,0.999992701320946,
0.01705,1.0000067995643747,
0.0171,1.0000197768212633,
0.01715,1.0000310429322303,
0.0172,1.0000401263470018,
0.01725,1.0000466912641224,
0.0173,1.0000505470016974,
0.01735,1.0000516495577132,
0.0174,1.00005009571326,
0.01745,1.000046110387181,
0.0175,1.0000400282506248,
0.01755,1.0000322708426908,
0.0176,1.000023320585814,
0.01765,1.0000136931780201,
0.0177,1.0000039098390985,
0.01775,0.9999944708134285,
0.0178,0.999985831391518,
0.01785,0.9999783815159685,
0.0179,0.9999724297985664,
0.01795,0.9999681925078264,
0.018,0.9999657878056287,
0.01805,0.9999652352324153,
0.0181,0.9999664601766951,
0.01815,0.9999693028287437,
0.0182,0.999973530920692,
0.01825,0.999978855403503,
0.0183,0.999984948110706,
0.01835,0.9999914604114455,
0.0184,0.999998041860815,
0.01845,1.0000043579104296,
0.0185,1.0000101058411996,
0.01855,1.0000150282159372,
0.0186,1.0000189233128784,
0.01865,1.0000216521827086,
0.0187,1.0000231421611052,
0.01875,1.0000233868562185,
0.0188,1.0000224428065656,
0.01885,1.0000204231613377,
0.0189,1.0000174888652762,
0.01895,1.0000138379290333,
0.019,1.0000096934300182,
0.01905,1.0000052909168775,
0.0191,1.0000008658835144,
0.01915,0.9999966419382511,
0.0192,0.999992820224221,
0.01925,0.9999895705534679,
0.0193,0.9999870246055469,
0.01935,0.9999852714182875,
0.0194,0.999984355270611,
0.01945,0.9999842759315692,
0.0195,0.9999849911322951,
0.01955,0.9999864210137701,
0.0196,0.9999884542176877,
0.01965,0.999990955223515,
0.0197,0.9999937724941701,
0.01975,0.999996746976288,
0.0198,0.9999997205083246,
0.01985,1.0000025437190765,
0.0199,1.0000050830478735,
0.01995,1.0000072265822209,
0.02,1.0000088884849097,
0.02005,1.0000100118660975,
0.0201,1.0000105700419888,
0.02015,1.0000105662060474,
0.0202,1.0000100316170148,
0.02025,1.0000090224767724,
0.0203,1.000007615727359,
0.02035,1.000005904038096,
0.0204,1.0000039902794908,
0.02045,1.0000019817899801,
0.0205,0.9999999847350662,
0.02055,0.9999980988372047,
0.0206,0.9999964127207723,
0.02065,0.9999950000720438,
0.0207,0.9999939167620869,
0.02075,0.9999931990239324,
0.0208,0.9999928627173376,
0.02085,0.9999929036579747,
0.0209,0.9999932989356634,
0.02095,0.9999940091007328,
0.021,0.999994981060661,
0.02105,0.999996151502168,
0.0211,0.9999974506377541,
0.02115,0.9999988060704812,
0.0212,1.0000001465762494,
0.02125,1.000001405618068,
0.0213,1.0000025244305364,
0.02135,1.0000034545432939,
0.0214,1.000004159647643,
0.02145,1.000004616748855,
0.0215,1.000004816585736,
0.02155,1.000004763336873,
0.0216,1.0000044736677522,
0.02165,1.0000039752030678,
0.0217,1.0000033045327594,
0.02175,1.0000025048777568,
0.0218,1.0000016235515352,
0.02185,1.0000007093563341,
0.0219,0.9999998100484893,
0.02195,0.9999989699964305,
0.022,0.9999982281383832,
0.02205,0.9999976163258371,
0.0221,0.9999971581146961,
0.02215,0.999996868040116,
0.0222,0.9999967513847277,
0.02225,0.999996804424626,
0.0223,0.9999970151143476,
0.02235,0.9999973641521577,
0.0224,0.9999978263510859,
0.02245,0.9999983722299184,
0.0225,0.9999989697320355,
0.02255,0.9999995859786569,
0.0226,1.0000001889664871,
0.02265,1.0000007491275287,
0.0227,1.000001240680295,
0.02275,1.0000016427160594,
0.0228,1.0000019399801956,
0.02285,1.0000021233262042,
0.0229,1.0000021898376992,
0.02295,1.000002142630584,
0.023,1.0000019903630288,
0.02305,1.0000017464940305,
0.0231,1.0000014283417091,
0.02315,1.0000010559997314,
0.0232,1.000000651174158,
0.02325,1.0000002360035583,
0.0233,0.9999998319226119,
0.02335,0.9999994586238979,
0.0234,0.9999991331646155,
0.02345,0.9999988692551117,
0.0235,0.9999986767549216,
0.02355,0.9999985613901731,
0.0236,0.9999985246943216,
0.02365,0.9999985641628478,
0.0237,0.9999986736023174,
0.02375,0.9999988436455188,
0.0238,0.9999990623976127,
0.02385,0.9999993161735802,
0.0239,0.9999995902848671,
0.02395,0.9999998698329738,
0.024,1.0000001404697294,
0.02405,1.000000389087884,
0.0241,1.0000006044111713,
0.02415,1.0000007774597457,
0.0242,1.0000009018744922,
0.02425,1.0000009740917155,
0.0243,1.0000009933676997,
0.02435,1.0000009616602021,
0.0244,1.000000883380747,
0.02445,1.0000007650373046,
0.0245,1.0000006147913738,
0.02455,1.0000004419564559,
0.0246,1.0000002564663595,
0.02465,1.000000068341728,
0.0247,0.9999998871816876,
0.02475,0.9999997217047807,
0.0248,0.9999995793595229,
0.02485,0.9999994660203084,
0.0249,0.9999993857792259,
0.02495,0.9999993408389456,
0.025,0.9497480752250655,
0.02505,0.8545484838297885,
0.0251,0.7216690465402913,
0.02515,0.5598699275662793,
0.0252,0.37888031127091726,
0.02525,0.18885593450590601,
0.0253,-0.00015483020203959334,
0.02535,-0.17870998328281035,
0.0254,-0.33841485235998015,
0.02545,-0.47228604262585017,
0.0255,-0.5750243508857751,
0.02555,-0.6431879611571727,
0.0256,-0.6752627306016502,
0.02565,-0.6716317223079079,
0.0257,-0.6344510852109098,
0.02575,-0.5674436951287753,
0.0258,-0.4756254725823983,
0.02585,-0.3649818516550472,
0.0259,-0.2421134132083514,
0.02595,-0.11387019431356579,
0.026,0.01300632375354652,
0.02605,0.1322159828444091,
0.0261,0.23819214405364564,
0.02615,0.3263408720275151,
0.0262,0.3932180184537076,
0.02625,0.4366387387732407,
0.0263,0.4557176736091193,
0.02635,0.450841608348084,
0.0264,0.4235797171292123,
0.02645,0.37653935169986547,
0.0265,0.31317763201285115,
0.02655,0.23758074949382,
0.0266,0.1542238579937393,
0.02665,0.06772469125025911,
0.0267,-0.01739636533404678,
0.02675,-0.0969380486732882,
0.0268,-0.16721169681924047,
0.02685,-0.22519827412198734,
0.0269,-0.2686630670450855,
0.02695,-0.2962246268395156,
0.027,-0.30737702368854936,
0.02705,-0.3024668747977597,
0.0271,-0.28262880073019153,
0.02715,-0.24968485132313264,
0.0272,-0.2060149467916834,
0.02725,-0.15440644669203868,
0.0273,-0.09789155982945781,
0.02735,-0.039581437575891054,
0.0274,0.017494529054407744,
0.02745,0.07053642069235798,
0.0275,0.11710180471753921,
0.02755,0.15520870999170341,
0.0276,0.18340977075364231,
0.02765,0.20083540751599452,
0.0277,0.20720558659218682,
0.02775,0.20281130418214804,
0.0278,0.18846839898160148,
0.02785,0.16544754386844182,
0.0279,0.13538525140633914,
0.02795,0.1001814147383055,
0.028,0.0618892768439669,
0.02805,0.0226037758762517,
0.0281,-0.015646032870949175,
0.02815,-0.05099529777428723,
0.0282,-0.08182800543300423,
0.02825,-0.10684443249586228,
0.0283,-0.12510897502279036,
0.02835,-0.13607703655462244,
0.0284,-0.1396007812904928,
0.02845,-0.13591463152887825,
0.0285,-0.1256023578079118,
0.02855,-0.10954843299574693,
0.0286,-0.08887696468095063,
0.02865,-0.06488196121365812,
0.0287,-0.03895291466095674,
0.02875,-0.01249969909051741,
0.0288,0.013119404015752784,
0.02885,0.0366631092610858,
0.0289,0.05706303636415991,
0.02895,0.0734678400412269,
0.029,0.0852739942667361,
0.02905,0.09214242166235602,
0.0291,0.09400091479679314,
0.02915,0.09103301309481447,
0.0292,0.08365464298968818,
0.02925,0.0724803715843584,
0.0293,0.05828154374493337,
0.02935,0.041938854944625625,
0.0294,0.024392050703901456,
0.02945,0.006589439124528795,
0.0295,-0.010560236092392554,
0.02955,-0.02623127418212767,
0.0296,-0.03971791950398156,
0.02965,-0.05046319651638717,
0.0297,-0.05807867447200717,
0.02975,-0.062354670004351354,
0.0298,-0.06326090347187492,
0.02985,-0.06093810375918991,
0.0299,-0.05568148374121665,
0.02995,-0.047917366149301366,
0.03,-0.03817451303988886,
0.03005,-0.027051892361655505,
0.0301,-0.015184698335904618,
0.03015,-0.0032104296916824447,
0.0302,0.008263272831084356,
0.03025,0.01868751075052815,
0.0303,0.027596463621634437,
0.03035,0.034626204845512015,
0.0304,0.03952735711502892,
0.03045,0.042171292067385145,
0.0305,0.04254991945617469,
0.03055,0.040769430785474625,
0.0306,0.037038645971673834,
0.03065,0.031652846953024144,
0.0307,0.024974160093544837,
0.03075,0.017409663960290773,
0.0308,0.009388448318810012,
0.03085,0.0013388351339533127,
0.0309,-0.0063331027057079575,
0.03095,-0.013262717212236798,
0.031,-0.01914281949919687,
0.03105,-0.02373594027787287,
0.0311,-0.02688240914024654,
0.03115,-0.028504077756948975,
0.0312,-0.028603740683434235,
0.03125,-0.027260520700242714,
0.0313,-0.024621673645758124,
0.03135,-0.02089142247640795,
0.0314,-0.016317545870368197,
0.03145,-0.011176519434995553,
0.0315,-0.0057580361978095615,
0.03155,-0.0003497185567589971,
0.0316,0.004777220649698772,
0.03165,0.009380699867372505,
0.0317,0.013258323456563142,
0.03175,0.01625535863345866,
0.0318,0.01826987635668364,
0.03185,0.019254954589846756,
0.0319,0.01921799560460152,
0.03195,0.018217351155997905,
0.032,0.016356573930382534,
0.03205,0.013776715348877432,
0.0321,0.010647164761883798,
0.03215,0.007155571003222282,
0.0322,0.0034974034823148075,
0.03225,-0.00013430269232716916,
0.0323,-0.0035585124104649574,
0.03235,-0.006614624485365735,
0.0324,-0.009169412551836533,
0.03245,-0.011122206677354848,
0.0325,-0.012408152550841756,
0.03255,-0.01299949073529965,
0.0326,-0.012904901143968434,
0.03265,-0.012167052628340528,
0.0327,-0.010858580029237756,
0.03275,-0.009076777773339774,
0.0328,-0.006937347613328626,
0.03285,-0.004567566979080474,
0.0329,-0.0020992532653646085,
0.03295,0.0003381111106767423,
0.033,0.002623756294541097,
0.03305,0.004651212232335508,
0.0331,0.006332868483501307,
0.03315,0.007603334264326218,
0.0332,0.008421496194737378,
0.03325,0.008771242330264637,
0.0333,0.008660889818588648,
0.03335,0.008121416600593812,
0.0334,0.007203652123262318,
0.03345,0.00597462577667466,
0.0335,0.004513303108708698,
0.03355,0.0029059579194389102,
0.0336,0.001241432920558965,
0.03365,-0.0003934667226320875,
0.0337,-0.0019182228316451375,
0.03375,-0.00326230283253962,
0.0338,-0.004368152138282166,
0.03385,-0.005193368962889085,
0.0339,-0.005711997472422803,
0.03395,-0.005914923025528889,
0.034,-0.005809399275421629,
0.03405,-0.005417778884595592,
0.0341,-0.004775555656850614,
0.03415,-0.003928854534315126,
0.0342,-0.002931526110295915,
0.03425,-0.0018420135232679203,
0.0343,-0.0007201617564641913,
0.03435,0.0003758671366199444,
0.0344,0.0013924237222160151,
0.03445,0.002282817696436624,
0.0345,0.0030092794561808866,
0.03455,0.0035443649650759245,
0.0346,0.003871764090812145,
0.03465,0.003986504767848768,
0.0347,0.003894576122644735,
0.03475,0.003612021617494958,
0.0348,0.0031635770790873824,
0.03485,0.0025809472096828697,
0.0349,0.001900827171768914,
0.03495,0.0011627827554598047,
0.035,0.0004071034699285957,
0.03505,-0.00032726205961488815,
0.0351,-0.0010045891900572301,
0.03515,-0.0015939942585124465,
0.0352,-0.0020707189333087086,
0.03525,-0.00241703576511077,
0.0353,-0.002622750371782528,
0.03535,-0.002685297318196926,
0.0354,-0.002609447331985557,
0.03545,-0.0024066620519474016,
0.0355,-0.002094148216939124,
0.03555,-0.0016936754372861215,
0.0356,-0.0012302300254890077,
0.03565,-0.0007305815949726887,
0.0357,-0.00022183927895864437,
0.03575,0.0002699293049620933,
0.0358,0.0007209504141453985,
0.03585,0.0011108120442208124,
0.0359,0.0014233038332256854,
0.03595,0.0016469994010681942,
0.036,0.0017755660982727657,
0.03605,0.0018078016665729253,
0.0361,0.0017474110644357433,
0.03615,0.0016025490350581166,
0.0362,0.001385164352276333,
0.03625,0.001110189659383174,
0.0363,0.000794626147535206,
0.03635,0.0004565748826971656,
0.0364,0.00011426640723724961,
0.03645,-0.0002148625247167037,
0.0365,-0.0005150012883356795,
0.03655,-0.0007726700053055823,
0.0366,-0.0009772680894125467,
0.03665,-0.0011214477824677419,
0.0367,-0.0012013035838230146,
0.03675,-0.0012163782311424172,
0.0368,-0.0011694950722711786,
0.03685,-0.001066434848198291,
0.0369,-0.000915481729566704,
0.03695,-0.0007268686461576318,
0.037,-0.0005121553489592304,
0.03705,-0.00028357417628138216,
0.0371,-0.00005337818519470237,
0.03715,0.00016677572523867866,
0.0372,0.0003663796343295774,
0.03725,0.0005365391246099451,
0.0373,0.0006703310488642652,
0.03735,0.0007630424622872276,
0.0374,0.000812285281888457,
0.03745,0.0008179877807133141,
0.0375,0.0007822701524316056,
0.03755,0.000709216807500564,
0.0376,0.0006045625516109084,
0.03765,0.0004753131766191279,
0.0377,0.00032932315518874593,
0.03775,0.00017485403166714151,
0.0378,0.00002013676765340761,
0.03785,-0.00012704018365873335,
0.0379,-0.00025969779677478946,
0.03795,-0.0003719724364635867,
0.038,-0.000459348858055838,
0.03805,-0.0005188125700095308,
0.0381,-0.0005489183596939476,
0.03815,-0.00054977617307953,
0.0382,-0.000522959626273973,
0.03825,-0.0004713460229464131,
0.0383,-0.0003988997030718131,
0.03835,-0.00031041274243290393,
0.0384,-0.000211218390551276,
0.03845,-0.00010689315407258842,
0.0385,-0.0000029631239282711264,
0.03855,0.0000953709308778312,
0.0386,0.00018347692582641877,
0.03865,0.0002574927941282795,
0.0387,0.000314477996638164,
0.03875,0.00035251034892699136,
0.0388,0.0003707263225000046,
0.03885,0.0003693059195187304,
0.0389,0.0003494059448671382,
0.03895,0.00031304788113261197,
0.039,0.0002629685103114208,
0.03905,0.00020244284791193259,
0.0391,0.0001350898177098064,
0.03915,0.00006467138627715422,
0.0392,-0.000005104387452042527,
0.03925,-0.00007076670698253783,
0.0393,-0.00012924333513282795,
0.03935,-0.0001779929468962765,
0.0394,-0.00021510348731117887,
0.03945,-0.00023935347085333894,
0.0395,-0.0002502351904382269,
0.03955,-0.00024794077525016993,
0.0396,-0.00023331385159260006,
0.03965,-0.00020777113720290587,
0.0397,-0.0001731995709853603,
0.03975,-0.00013183549983585198,
0.0398,-0.00008613298539129876,
0.03985,-0.00003862844986622844,
0.0399,0.000008191334944703751,
0.03995,0.000052011466577910856,
0.04,0.00009079573834305572,
0.04005,0.00012287355597329026,
0.0401,0.00014700367735394956,
0.04015,0.00016241285346462516,
0.0402,0.00016880881614885008,
0.04025,0.00016636837807420583,
0.0403,0.00015570261858287326,
0.04035,0.00013780217149644483,
0.0404,0.00011396646412351521,
0.04045,0.00008572135041825934,
0.0405,0.00005472991885659754,
0.04055,0.000022701334323138284,
0.0406,-0.000008697596508629168,
0.04065,-0.00003792384289700098,
0.0407,-0.00006362884737963359,
0.04075,-0.00008471554270093307,
0.0408,-0.00010037957935115906,
0.04085,-0.00011013356476186708,
0.0409,-0.00011381403516183912,
0.04095,-0.00011157176422503687,
0.041,-0.00010384681659504094,
0.04105,-0.00009133044312574624,
0.0411,-0.00007491645999265646,
0.04115,-0.00005564513622910147,
0.0412,-0.000034642823516340906,
0.04125,-0.000013060597259243441,
0.0413,0.000007984953036870921,
0.04135,0.000027465927535869873,
0.0414,0.00004448986688488044,
0.04145,0.000058337112758072316,
0.0415,0.00006848741977605899,
0.04155,0.00007463507566360123,
0.0416,0.00007669240506170137,
0.04165,0.00007478212303268536,
0.0417,0.000069219538852877,
0.04175,0.000060486065414019006,
0.0418,0.00004919584601379039,
0.04185,0.00003605755602695177,
0.0419,0.000021833565686272495,
0.04195,0.00000729866196310451,
0.042,-0.000006799571803662456,
0.04205,-0.000019776819191177856,
0.0421,-0.000031042921286359354,
0.04215,-0.00004012632822621125,
0.0422,-0.00004669123889168885,
0.04225,-0.000050546971636376805,
0.0423,-0.00005164952459937965,
0.04235,-0.000050095678926267786,
0.0424,-0.000046110353419696385,
0.04245,-0.00004002821910094067,
0.0425,-0.00003227081486508398,
0.04255,-0.00002332056288020007,
0.0426,-0.00001369316086029969,
0.04265,-0.000003909828255554626,
0.0427,0.0000055291909014685814,
0.04275,0.000014168606441698115,
0.0428,0.000021618476075598474,
0.04285,0.000027570188288750648,
0.0429,0.00003180747478716825,
0.04295,0.00003421217385164476,
0.043,0.00003476474513609269,
0.04305,0.000033539800161797625,
0.0431,0.00003069714862016221,
0.04315,0.000026469058288357793,
0.0432,0.000021144578060906484,
0.04325,0.000015051874224876786,
0.0433,0.000008539577423759444,
0.04335,0.0000019581323340727336,
0.0434,-0.000004357912893072134,
0.04345,-0.000010105839394441548,
0.0435,-0.000015028210189984435,
0.04355,-0.00001892330369582473,
0.0436,-0.00002165217074175301,
0.04365,-0.000023142147109677565,
0.0437,-0.000023386841009542094,
0.04375,-0.00002244279097476375,
0.0438,-0.000020423146169306636,
0.04385,-0.000017488851269211144,
0.0439,-0.000013837916827452026,
0.04395,-0.000009693420127325218,
0.044,-0.000005290909670555912,
0.04405,-8.658792053388834e-7,
0.0441,0.00000335806310377765,
0.04415,0.000007179774275014494,
0.0442,0.000010429442402865657,
0.04425,0.00001297538805114386,
0.0443,0.000014728573485138145,
0.04435,0.000015644719850663498,
0.0444,0.00001572405813313652,
0.04445,0.000015008857207375528,
0.0445,0.000013578976071110092,
0.04455,0.000011545772984029675,
0.0446,0.000009044768410102966,
0.04465,0.000006227499344780096,
0.0447,0.000003253019054687129,
0.04475,2.7948897888638093e-7,
0.0448,-0.0000025437197851307272,
0.04485,-0.000005083046668466954,
0.0449,-0.00000722657926837922,
0.04495,-0.000008888480454809943,
0.045,-0.00001001186044727666,
0.04505,-0.000010570035493060458,
0.0451,-0.000010566199079375782,
0.04515,-0.000010031609950901025,
0.0452,-0.00000902246997269869,
0.04525,-0.000007615721150442278,
0.0453,-0.00000590403275803711,
0.04535,-0.000003990275243702726,
0.0454,-0.000001981786976708297,
0.04545,1.5266611040626266e-8,
0.0455,0.000001901163135595356,
0.04555,0.0000035872782876573442,
